ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1448,18.474464,77.399048,6.4,-27.4,6.43,3.14,Negativno,Ne
1449,18.496954,77.377093,8.9,-50.5,7.38,1.56,Negativno,Ne
1450,18.472618,77.403372,13.1,-54.0,7.08,1.72,Negativno,Ne
1451,18.471236,77.377403,1.5,-41.7,7.29,3.98,Negativno,Ne
1452,18.473247,77.376444,12.5,-60.2,7.03,4.4,Negativno,Ne
1453,18.473406,77.41515,4.9,-73.0,7.25,1.87,Negativno,Ne
1454,18.484222,77.379351,7.9,-38.2,6.46,4.57,Negativno,Ne
1455,18.483432,77.390337,13.7,-41.4,7.67,4.92,Negativno,Ne
1456,18.475253,77.397449,7.6,-55.4,7.06,0.36,Negativno,Ne
1457,18.480235,77.397108,4.8,-16.3,6.92,4.02,Negativno,Da
1458,18.484551,77.392537,11.4,-55.0,6.38,1.93,Negativno,Ne
1459,18.458263,77.38044,1.7,-26.0,6.98,5.37,Negativno,Ne
1460,18.482052,77.388201,3.9,-88.3,7.24,5.91,Negativno,Da
1461,18.475901,77.396143,13.5,-42.9,7.63,5.38,Negativno,Ne
1462,18.483306,77.398383,6.0,-26.1,7.36,5.18,Negativno,Ne
1463,18.466549,77.38437,8.2,-34.6,6.94,5.52,Negativno,Ne
1464,18.502439,77.392984,13.9,-34.9,7.51,1.34,Negativno,Ne
1465,18.48717,77.40047,11.7,-53.3,7.04,3.48,Negativno,Ne
1466,18.476233,77.399406,7.5,-29.6,6.64,5.82,Negativno,Ne
1467,18.482368,77.392983,10.6,-41.5,5.91,5.42,Negativno,Ne
1468,18.469119,77.401407,2.2,-57.1,6.56,4.48,Negativno,Ne
1469,18.466715,77.383662,9.5,-61.1,6.96,0.71,Negativno,Ne
1470,18.480484,77.380051,8.1,-49.2,7.75,1.97,Negativno,Ne
1471,18.477278,77.397349,8.2,-33.5,6.58,0.97,Negativno,Ne
1472,18.452039,77.40252,7.0,-5.9,7.43,0.22,Negativno,Ne
1473,18.498776,77.399568,9.2,-33.8,6.86,2.45,Negativno,Ne
1474,18.469404,77.395863,2.4,-35.2,6.4,2.85,Negativno,Ne
1475,18.47473,77.35871,12.3,-26.1,7.94,4.24,Negativno,Ne
1476,18.485558,77.400826,8.6,-84.6,6.82,5.21,Pozitivno,Ne
1477,18.464452,77.397689,3.3,-54.1,6.52,1.49,Negativno,Ne
1478,18.491997,77.376064,9.0,-32.5,6.37,0.56,Negativno,Da
1479,18.480365,77.382214,14.9,-50.7,7.43,0.91,Pozitivno,Ne
1480,18.4808,77.383977,6.2,-39.4,6.01,2.53,Negativno,Ne
1481,18.477656,77.401182,9.8,-33.5,6.91,1.64,Negativno,Ne
1482,18.476784,77.4003,13.2,-71.1,8.0,4.05,Negativno,Ne
1483,18.488581,77.387215,0.6,-41.0,6.88,0.95,Negativno,Ne
1484,18.482163,77.398515,2.7,-59.0,7.28,2.94,Negativno,Ne
1485,18.473448,77.381307,11.1,-32.1,6.9,3.66,Negativno,Ne
1486,18.46712,77.39767,12.4,-16.1,6.87,4.24,Negativno,Ne
1487,18.475047,77.389462,9.7,-57.0,6.53,4.97,Negativno,Ne
1488,18.47592,77.392709,12.9,-70.1,7.24,2.58,Pozitivno,Ne
1489,18.47768,77.391735,11.9,-67.5,7.45,0.35,Negativno,Ne
1490,18.471225,77.403584,8.8,-49.7,6.8,5.94,Negativno,Ne
1491,18.483552,77.383085,7.8,-51.5,7.24,1.88,Negativno,Ne
1492,18.486995,77.386737,1.7,-48.7,7.86,0.52,Negativno,Ne
1493,18.476008,77.384369,13.7,-37.3,6.91,2.69,Negativno,Ne
1494,18.476141,77.391696,10.0,-39.2,6.28,1.54,Negativno,Ne
1495,18.472567,77.375977,6.4,-45.7,6.8,1.47,Negativno,Ne
1496,18.46688,77.374986,9.5,-59.3,6.12,0.17,Pozitivno,Ne
1497,18.47414,77.410539,11.3,-26.5,6.72,2.71,Pozitivno,Ne
1498,18.473218,77.391804,8.4,-41.4,6.58,1.49,Negativno,Ne
1499,18.471577,77.383481,11.8,-34.2,6.01,2.06,Negativno,Ne
1500,18.477656,77.391152,5.3,-46.8,7.18,3.73,Negativno,Ne
1501,18.478431,77.384198,8.2,-73.3,7.59,1.91,Negativno,Ne
1502,18.473841,77.388471,10.0,-38.3,7.11,0.57,Negativno,Ne
1503,18.479221,77.38119,9.4,-53.7,7.53,0.66,Pozitivno,Ne
1504,18.487347,77.368487,12.6,-43.8,5.96,2.19,Negativno,Ne
1505,18.477311,77.398152,5.3,-38.8,6.61,5.35,Negativno,Ne
1506,18.501034,77.391649,10.8,-56.1,6.47,1.37,Pozitivno,Ne
1507,18.486762,77.389574,10.4,-51.3,6.27,0.21,Pozitivno,Ne
1508,18.476573,77.399983,2.6,-31.7,7.09,3.99,Negativno,Ne
1509,18.471691,77.387934,3.4,-38.8,6.25,0.41,Negativno,Ne
1510,18.478625,77.386849,12.3,-60.8,7.21,5.39,Negativno,Ne
1511,18.481741,77.379799,6.7,-19.2,6.42,2.75,Negativno,Ne
1512,18.48103,77.365841,0.7,-34.8,6.99,3.31,Negativno,Ne
1513,18.488468,77.392698,0.6,-6.3,6.6,10.384994142660071,Pozitivno,Da
1514,18.490137,77.400568,1.2,-75.4,6.23,1.28,Negativno,Ne
1515,18.49254,77.392696,10.2,-17.3,6.54,5.46,Negativno,Ne
1516,18.496095,77.388586,11.8,-49.2,6.88,4.35,Negativno,Ne
1517,18.448215,77.395785,5.4,-54.4,7.21,3.14,Negativno,Ne
1518,18.470385,77.400183,14.2,-58.6,7.05,4.4,Negativno,Ne
1519,18.479447,77.385109,1.9,-44.3,6.3,1.93,Negativno,Ne
1520,18.476263,77.398546,9.3,-62.0,5.86,5.55,Negativno,Ne
1521,18.479281,77.395352,13.8,-58.2,7.76,5.46,Negativno,Ne
1522,18.478551,77.384247,9.6,-52.8,6.61,2.24,Pozitivno,Ne
1523,18.485684,77.386827,1.5,-59.5,6.9,0.83,Negativno,Ne
1524,18.483103,77.385131,9.5,-60.6,7.49,1.44,Negativno,Ne
1525,18.453172,77.389463,13.0,-67.8,7.48,1.09,Negativno,Ne
1526,18.484371,77.389047,0.5,-72.2,7.29,2.12,Negativno,Ne
1527,18.485309,77.384737,3.1,-52.9,7.39,1.18,Negativno,Ne
1528,18.485631,77.395048,12.6,-64.2,7.99,0.73,Negativno,Ne
1529,18.483424,77.397763,9.3,-57.9,7.24,5.37,Negativno,Ne
1530,18.474717,77.381537,3.0,-47.0,7.64,2.82,Negativno,Ne
1531,18.479084,77.39858,2.5,-42.1,6.5,5.29,Negativno,Ne
1532,18.468494,77.384229,8.9,-54.9,7.46,0.24,Negativno,Ne
1533,18.483302,77.388546,3.7,-64.3,7.01,2.98,Negativno,Ne
1534,18.49281,77.384959,11.7,-33.0,6.49,0.16,Negativno,Ne
1535,18.475723,77.397376,5.0,-72.8,7.41,4.81,Pozitivno,Ne
1536,18.489975,77.391308,7.2,-23.2,6.76,1.4,Negativno,Ne
1537,18.474018,77.381314,0.8,-20.6,6.62,0.92,Negativno,Ne
1538,18.488962,77.382534,2.6,-63.0,6.78,2.2,Negativno,Ne
1539,18.468672,77.403947,9.0,-25.7,6.27,4.91,Pozitivno,Ne
1540,18.48549,77.390535,10.0,-33.3,7.31,0.32,Negativno,Ne
1541,18.481023,77.397432,13.9,-47.6,7.55,4.19,Pozitivno,Da
1542,18.48902,77.395106,10.3,-7.6,7.63,5.054994142660074,Pozitivno,Da
1543,18.484373,77.394816,5.0,-18.9,6.56,1.29,Negativno,Ne
1544,18.488671,77.398381,8.2,-31.4,7.15,5.86,Negativno,Ne
1545,18.478132,77.380984,0.3,-29.8,6.25,2.71,Pozitivno,Ne
1546,18.459391,77.402196,8.7,-44.9,7.92,3.74,Negativno,Ne
1547,18.463697,77.377619,0.8,-39.8,7.38,1.0,Negativno,Ne
1548,18.499329,77.392876,3.7,-69.0,7.63,3.96,Negativno,Ne
1549,18.490141,77.390968,5.7,-55.4,7.29,0.24,Negativno,Ne
1550,18.476338,77.410483,9.0,-47.9,7.02,1.65,Negativno,Ne
1551,18.468262,77.388817,6.5,-39.0,6.6,5.64,Negativno,Ne
1552,18.478165,77.382862,1.7,-34.6,7.85,1.03,Negativno,Ne
1553,18.493366,77.3769,10.2,-43.6,6.78,4.42,Negativno,Ne
1554,18.481983,77.378755,8.7,-50.2,6.28,4.96,Pozitivno,Ne
1555,18.481887,77.389445,11.6,-33.1,7.05,2.25,Negativno,Ne
1556,18.46978,77.382706,14.2,-33.1,7.66,1.35,Negativno,Ne
1557,18.47342,77.379312,11.0,-35.1,7.1,3.67,Negativno,Ne
1558,18.460164,77.372039,5.7,-86.9,7.59,0.61,Negativno,Ne
1559,18.470175,77.39193,3.4,-61.2,6.47,2.56,Negativno,Ne
1560,18.483531,77.413071,8.3,-32.7,7.2,3.89,Negativno,Ne
1561,18.466013,77.380868,8.7,-41.5,7.11,3.71,Negativno,Ne
1562,18.461112,77.393297,9.4,-58.2,6.21,1.63,Negativno,Ne
1563,18.469973,77.390634,7.5,-57.0,7.65,1.28,Negativno,Ne
1564,18.473901,77.394027,6.4,-44.4,7.37,4.45,Negativno,Ne
1565,18.47253,77.384618,10.9,-47.9,7.68,1.97,Negativno,Ne
1566,18.456757,77.381282,15.0,-62.6,6.55,5.15,Negativno,Ne
1567,18.482048,77.384669,0.7,-47.4,6.56,3.31,Negativno,Ne
1568,18.483914,77.398142,11.2,-68.0,6.46,0.23,Negativno,Ne
1569,18.493464,77.408498,5.1,-53.6,6.3,2.64,Negativno,Ne
1570,18.490036,77.39512,4.6,-33.5,6.92,5.54,Negativno,Ne
1571,18.488392,77.403896,12.0,-50.9,6.61,2.42,Negativno,Da
1572,18.474991,77.385562,6.6,-54.2,7.64,3.11,Negativno,Ne
1573,18.482497,77.383118,12.7,-44.7,6.7,1.45,Pozitivno,Ne
1574,18.490121,77.401827,3.6,-52.3,7.22,1.49,Negativno,Ne
1575,18.474374,77.408699,11.2,-36.8,7.02,3.38,Negativno,Ne
1576,18.482785,77.409803,12.0,-47.2,7.1,1.68,Negativno,Ne
1577,18.493429,77.399002,7.8,-51.8,7.33,1.5,Negativno,Ne
1578,18.481167,77.402747,11.6,-19.9,6.98,4.13,Negativno,Ne
1579,18.47537,77.394928,11.4,-37.3,7.09,1.94,Negativno,Ne
1580,18.474852,77.400778,6.5,-72.3,6.92,5.34,Negativno,Ne
1581,18.484271,77.382725,8.4,-62.8,6.6,0.91,Negativno,Ne
1582,18.467746,77.404021,5.5,-27.1,6.8,1.86,Pozitivno,Ne
1583,18.468296,77.378194,10.4,-49.8,6.44,4.83,Negativno,Ne
1584,18.487305,77.397385,9.5,-65.2,6.62,1.11,Negativno,Ne
1585,18.48636,77.387453,14.9,-40.5,7.38,4.53,Negativno,Ne
1586,18.477042,77.391201,12.6,-66.8,7.31,3.12,Negativno,Ne
1587,18.479473,77.380173,0.8,-27.3,7.59,3.63,Negativno,Ne
1588,18.474182,77.370698,12.9,-69.8,7.73,4.43,Negativno,Ne
1589,18.482584,77.382253,13.1,-46.3,5.78,1.4,Negativno,Ne
1590,18.480626,77.40124,2.1,-41.2,6.58,2.77,Negativno,Ne
1591,18.483562,77.385647,0.1,-38.9,6.78,1.23,Negativno,Ne
1592,18.473603,77.388754,5.1,-32.6,6.24,2.18,Negativno,Ne
1593,18.494531,77.360158,10.1,-63.5,6.72,5.72,Negativno,Ne
1594,18.469631,77.391108,3.4,-53.5,6.44,2.49,Negativno,Ne
1595,18.481524,77.392413,1.0,1.4,7.36,4.02,Negativno,Ne
1596,18.495605,77.376961,10.6,-31.3,7.64,4.34,Negativno,Da
1597,18.496299,77.368101,10.9,-49.8,7.01,3.28,Negativno,Ne
1598,18.485539,77.400301,10.0,-36.7,7.12,2.54,Negativno,Ne
1599,18.472359,77.390707,4.2,-48.6,7.65,2.75,Negativno,Ne
1600,18.481119,77.388044,3.5,-51.4,6.52,4.9,Negativno,Ne
1601,18.478678,77.391092,15.0,-31.6,7.11,0.8,Negativno,Ne
1602,18.48055,77.383699,2.6,-59.8,7.03,0.91,Negativno,Da
1603,18.49318,77.388166,1.9,-43.8,7.15,0.41,Negativno,Ne
1604,18.479081,77.377399,6.4,-27.9,6.58,4.9,Negativno,Ne
1605,18.464521,77.391509,2.5,-57.9,7.6,5.67,Negativno,Ne
1606,18.47599,77.391961,5.4,-67.7,7.07,4.8,Negativno,Ne
1607,18.485402,77.398801,2.0,-52.3,5.99,0.27,Pozitivno,Ne
1608,18.482057,77.38889,6.5,-34.3,6.94,3.58,Negativno,Ne
1609,18.491173,77.372898,12.1,-74.0,6.75,4.5,Pozitivno,Ne
1610,18.480213,77.391693,2.8,-65.5,7.03,4.75,Negativno,Ne
1611,18.482159,77.381103,1.6,-37.6,7.24,2.08,Negativno,Ne
1612,18.45801,77.393396,7.3,-45.2,6.59,2.21,Pozitivno,Ne
1613,18.472539,77.402831,6.0,-58.6,7.1,4.91,Negativno,Ne
1614,18.466397,77.381139,6.8,-51.0,6.44,0.26,Negativno,Ne
1615,18.487695,77.371001,14.1,-6.3,7.57,9.674497037055412,Pozitivno,Da
1616,18.471955,77.38786,7.6,-37.0,7.57,5.08,Negativno,Ne
1617,18.494258,77.387962,13.0,-71.9,7.18,2.56,Negativno,Ne
1618,18.491289,77.381315,14.1,-26.7,7.48,3.37,Negativno,Ne
1619,18.466153,77.401855,13.9,-58.3,6.46,3.4,Negativno,Ne
1620,18.485927,77.384409,7.3,-42.9,7.32,5.22,Pozitivno,Ne
1621,18.472907,77.37553,11.3,-15.3,6.45,4.61,Negativno,Ne
1622,18.495196,77.381829,11.1,-73.3,7.4,2.52,Negativno,Ne
1623,18.484092,77.390587,0.5,-47.6,6.92,4.38,Negativno,Ne
1624,18.469553,77.395068,8.3,-50.7,6.88,5.29,Negativno,Ne
1625,18.483658,77.392891,6.7,-46.8,6.48,2.8,Negativno,Ne
1626,18.46579,77.384741,14.8,-64.5,6.6,5.45,Negativno,Ne
1627,18.455711,77.385504,1.7,-57.1,7.43,4.6,Negativno,Ne
1628,18.474889,77.386099,3.3,-63.6,7.4,0.17,Negativno,Ne
1629,18.48442,77.38694,2.2,-46.5,7.8,4.76,Negativno,Ne
1630,18.479566,77.390378,15.0,-78.3,7.48,5.0,Negativno,Ne
1631,18.48858,77.396762,5.7,-48.0,7.51,1.95,Pozitivno,Ne
1632,18.481075,77.393566,4.1,-75.6,7.11,3.86,Negativno,Ne
1633,18.486749,77.391956,11.1,-70.4,7.15,1.49,Negativno,Ne
1634,18.477694,77.392723,8.6,-61.5,6.4,1.14,Negativno,Ne
1635,18.49126,77.389166,10.7,-64.3,7.22,4.28,Negativno,Ne
1636,18.466258,77.378903,11.2,-27.2,7.39,5.11,Negativno,Ne
1637,18.500946,77.387982,14.5,-97.2,7.67,3.85,Negativno,Ne
1638,18.495085,77.397047,9.2,-52.9,6.73,2.34,Negativno,Ne
1639,18.467881,77.387826,6.2,-30.8,7.5,2.62,Negativno,Da
1640,18.466306,77.385252,10.8,-53.7,7.37,2.23,Negativno,Ne
1641,18.49214,77.368939,4.9,-27.7,7.16,0.91,Negativno,Ne
1642,18.495719,77.386752,10.4,-51.1,6.09,3.78,Negativno,Ne
1643,18.486213,77.389237,11.2,-39.6,7.17,0.38,Negativno,Ne
1644,18.493483,77.403345,12.9,-65.8,7.57,3.9,Negativno,Ne
1645,18.47559,77.402554,2.0,-66.0,6.91,1.22,Negativno,Ne
1646,18.460002,77.395804,2.0,-72.0,7.09,4.02,Negativno,Ne
1647,18.488598,77.379129,12.9,-44.0,7.1,4.31,Negativno,Ne
1648,18.478028,77.40026,12.9,-36.6,7.17,5.56,Negativno,Ne
1649,18.499385,77.386163,7.0,-67.0,7.39,0.89,Negativno,Ne
1650,18.4847,77.38223,9.5,-58.7,7.94,4.41,Negativno,Ne
1651,18.464262,77.377426,6.8,-75.3,6.98,4.01,Negativno,Ne
1652,18.493408,77.390619,10.1,-52.8,7.43,2.63,Negativno,Da
1653,18.477167,77.374176,0.7,-53.4,5.87,2.55,Negativno,Ne
1654,18.486513,77.387924,3.8,-48.8,7.14,1.09,Negativno,Ne
1655,18.478694,77.388861,10.3,-46.1,6.64,4.68,Negativno,Ne
1656,18.485477,77.399506,0.6,-57.4,6.6,2.8,Negativno,Ne
1657,18.461146,77.38182,4.3,-57.8,6.55,1.67,Negativno,Ne
1658,18.473243,77.404193,5.1,-53.5,5.94,5.74,Negativno,Ne
1659,18.491815,77.38312,3.8,-23.1,8.12,2.28,Negativno,Ne
1660,18.488581,77.392881,12.8,-10.8,7.13,9.834994142660074,Pozitivno,Da
1661,18.453375,77.379097,2.9,-58.7,7.18,1.28,Negativno,Ne
1662,18.471593,77.385951,6.3,-26.3,7.96,0.87,Negativno,Ne
1663,18.474319,77.408339,8.2,-50.7,8.2,5.57,Pozitivno,Ne
1664,18.478612,77.390554,6.6,-44.3,5.99,3.03,Negativno,Ne
1665,18.485614,77.40618,12.5,-41.7,7.23,4.96,Negativno,Ne
1666,18.489124,77.386766,9.7,-57.6,7.27,5.81,Negativno,Ne
1667,18.4808,77.386178,9.3,-45.9,6.83,2.37,Negativno,Ne
1668,18.477555,77.38964,6.9,-53.3,6.6,2.23,Negativno,Ne
1669,18.474338,77.382944,4.3,-52.1,5.97,1.59,Negativno,Ne
1670,18.471122,77.39237,8.4,-41.9,6.91,4.71,Negativno,Ne
1671,18.477648,77.394167,6.0,-64.1,7.06,0.23,Negativno,Ne
1672,18.486681,77.393273,5.9,-12.4,6.18,10.214994142660077,Pozitivno,Da
1673,18.469508,77.365218,7.5,-46.8,7.04,5.07,Negativno,Ne
1674,18.470482,77.387343,9.9,-2.8,6.78,0.58,Negativno,Ne
1675,18.494615,77.381459,0.2,-39.8,6.29,3.05,Negativno,Ne
1676,18.472578,77.388207,4.6,-28.4,6.99,0.26,Negativno,Ne
1677,18.474658,77.37722,4.1,-49.8,7.59,5.82,Negativno,Ne
1678,18.479588,77.395082,3.5,-66.1,8.02,1.52,Negativno,Ne
1679,18.481776,77.395885,11.8,-32.7,6.4,3.89,Negativno,Ne
1680,18.4907,77.40212,3.8,-90.6,5.72,2.66,Pozitivno,Ne
1681,18.489208,77.397652,3.7,-42.2,7.32,5.36,Negativno,Ne
1682,18.491617,77.381176,8.3,-59.9,7.06,0.32,Negativno,Ne
1683,18.481876,77.379192,14.0,-34.5,5.88,1.71,Negativno,Ne
1684,18.48476,77.378419,3.0,-44.2,6.74,0.34,Negativno,Ne
1685,18.477316,77.385351,6.4,-81.0,5.87,0.36,Negativno,Ne
1686,18.478247,77.406833,0.4,-88.2,7.13,0.75,Negativno,Ne
1687,18.480234,77.39851,13.2,-42.1,7.01,1.84,Negativno,Ne
1688,18.483125,77.391929,1.2,-65.0,6.15,3.97,Negativno,Ne
1689,18.484453,77.388538,12.1,-66.0,7.11,2.3,Negativno,Ne
1690,18.483894,77.390633,5.6,-43.1,7.13,4.72,Negativno,Ne
1691,18.478358,77.380997,8.4,-42.1,6.76,1.01,Negativno,Ne
1692,18.471201,77.3853,0.6,-59.1,6.24,4.8,Pozitivno,Ne
1693,18.477857,77.389757,13.6,-49.7,7.8,0.53,Negativno,Ne
1694,18.464893,77.376852,10.1,-36.9,7.17,3.51,Negativno,Da
1695,18.483633,77.398584,3.0,-43.7,6.61,5.66,Negativno,Ne
1696,18.47109,77.37647,10.1,-45.0,6.81,1.4,Negativno,Ne
1697,18.467925,77.37602,1.9,-42.6,7.53,2.39,Negativno,Ne
1698,18.487778,77.393703,10.8,-15.1,6.8,6.0649941426600735,Pozitivno,Da
1699,18.488102,77.384505,14.9,-67.1,7.26,5.97,Negativno,Ne
1700,18.483499,77.393191,2.2,-45.6,7.12,1.47,Negativno,Ne
1701,18.485317,77.380773,9.4,-70.4,6.7,2.67,Negativno,Ne
1702,18.48124,77.395901,12.2,-44.8,7.28,3.27,Negativno,Da
1703,18.493183,77.390419,14.8,-33.4,6.33,2.9,Negativno,Ne
1704,18.471284,77.388484,12.2,-46.4,7.63,3.84,Negativno,Ne
1705,18.470833,77.406983,6.9,-65.8,7.97,3.14,Negativno,Ne
1706,18.478098,77.396856,14.3,-33.7,6.74,2.78,Negativno,Ne
1707,18.470184,77.395454,3.1,-51.4,6.92,4.37,Negativno,Ne
1708,18.481259,77.399809,1.1,-57.0,6.76,5.13,Negativno,Ne
1709,18.480743,77.379088,14.7,-19.6,7.7,4.34,Negativno,Ne
1710,18.4791,77.377797,5.4,-43.4,7.02,0.26,Negativno,Ne
1711,18.464517,77.380134,6.7,-66.1,7.81,2.69,Negativno,Ne
1712,18.468161,77.386605,13.8,-75.8,6.49,0.37,Pozitivno,Ne
1713,18.476556,77.411645,2.9,-52.2,6.58,0.72,Negativno,Ne
1714,18.486544,77.382275,6.1,-49.5,7.37,0.83,Negativno,Ne
1715,18.481531,77.374497,3.6,-70.9,5.86,2.66,Negativno,Ne
1716,18.47765,77.388614,13.5,-45.6,7.34,1.14,Negativno,Ne
1717,18.48575,77.381071,9.2,-63.8,6.61,2.29,Negativno,Ne
1718,18.474348,77.385234,1.8,-56.4,7.22,1.97,Negativno,Ne
1719,18.485554,77.37696,2.2,-57.9,6.66,1.72,Negativno,Ne
1720,18.480755,77.396387,7.7,-47.5,7.93,3.55,Negativno,Ne
1721,18.476077,77.382721,4.7,-44.3,7.19,0.73,Negativno,Ne
1722,18.473167,77.394441,11.5,-80.9,6.03,0.86,Pozitivno,Ne
1723,18.471697,77.375934,3.0,-51.8,6.87,2.8,Negativno,Ne
1724,18.47063,77.388527,8.1,-44.7,6.48,3.86,Negativno,Ne
1725,18.477406,77.394712,4.0,-60.4,6.75,0.49,Negativno,Da
1726,18.483779,77.388219,11.9,-36.0,7.05,2.94,Negativno,Ne
1727,18.4705,77.390617,7.2,-15.8,7.73,0.42,Negativno,Ne
1728,18.493866,77.37016,13.1,-9.7,6.98,2.16,Negativno,Ne
1729,18.468456,77.392541,0.9,-52.5,6.23,1.3,Negativno,Ne
1730,18.472254,77.398449,9.3,-74.4,6.8,0.14,Negativno,Ne
1731,18.462454,77.397859,6.8,-74.7,6.51,0.71,Pozitivno,Ne
1732,18.47633,77.399669,8.9,-38.4,7.42,1.99,Negativno,Ne
1733,18.477324,77.394664,9.3,-34.0,7.68,1.28,Negativno,Ne
1734,18.485143,77.387587,7.5,-62.0,6.96,4.16,Negativno,Ne
1735,18.473663,77.387757,13.1,-34.6,8.27,4.86,Negativno,Ne
1736,18.490705,77.393189,3.5,-82.4,7.95,5.63,Negativno,Ne
1737,18.494572,77.389217,4.6,-45.4,7.36,2.82,Negativno,Ne
1738,18.477207,77.410834,7.9,-33.4,7.25,1.2,Negativno,Ne
1739,18.494743,77.410771,10.2,-65.6,7.21,4.24,Negativno,Ne
1740,18.501194,77.397137,14.8,-71.3,6.05,1.62,Negativno,Da
1741,18.488203,77.373815,2.4,-45.4,7.08,5.99,Negativno,Ne
1742,18.486764,77.389086,12.7,-38.5,6.81,2.77,Negativno,Da
1743,18.468619,77.395608,14.3,-42.5,8.24,1.05,Negativno,Ne
1744,18.488777,77.407773,3.4,-61.1,7.27,1.33,Negativno,Ne
1745,18.497635,77.380477,12.6,-57.8,7.26,0.96,Negativno,Ne
1746,18.468824,77.404144,2.3,-70.7,6.12,3.94,Negativno,Ne
1747,18.475717,77.39712,1.0,-48.9,7.6,2.29,Negativno,Ne
1748,18.47415,77.374722,2.4,-31.0,7.61,1.3,Negativno,Ne
1749,18.474264,77.380816,9.6,-80.1,6.68,2.07,Negativno,Ne
1750,18.46944,77.396539,13.0,-50.9,7.1,3.71,Negativno,Ne
1751,18.486926,77.402319,3.2,-31.2,6.98,0.26,Negativno,Ne
1752,18.478436,77.399459,10.2,-61.5,7.3,5.88,Negativno,Ne
1753,18.486692,77.400204,14.3,-21.1,6.67,3.56,Negativno,Ne
1754,18.476248,77.387436,5.8,-52.7,8.29,5.18,Negativno,Ne
1755,18.469398,77.389907,1.1,-55.4,6.51,1.35,Negativno,Da
1756,18.481863,77.386857,1.0,-98.4,7.0,1.0,Negativno,Ne
1757,18.49821,77.385235,10.2,-79.5,7.14,1.57,Negativno,Ne
1758,18.465801,77.375533,5.3,-33.9,6.67,3.93,Negativno,Ne
1759,18.487417,77.385929,0.3,-52.9,5.71,3.72,Negativno,Ne
1760,18.475072,77.385031,7.3,-61.0,6.53,2.17,Negativno,Ne
1761,18.486518,77.406143,3.9,-33.3,6.63,0.3,Negativno,Ne
1762,18.497486,77.39028,4.3,-64.7,7.12,0.24,Negativno,Da
1763,18.499713,77.404769,13.9,-55.4,6.04,4.21,Negativno,Ne
1764,18.469515,77.393622,6.7,-24.7,7.34,1.36,Negativno,Ne
1765,18.472345,77.385571,7.5,-31.9,6.98,5.7,Negativno,Ne
1766,18.485405,77.386725,13.2,-32.1,6.78,2.37,Negativno,Ne
1767,18.471075,77.392438,11.0,-36.3,6.9,5.21,Negativno,Ne
1768,18.482929,77.381361,3.7,-41.5,7.56,0.13,Negativno,Ne
1769,18.487024,77.396069,4.7,-18.8,6.71,5.16,Negativno,Ne
1770,18.472908,77.402423,10.1,-83.0,7.22,2.63,Negativno,Ne
1771,18.465544,77.395758,14.4,-56.3,6.78,2.04,Negativno,Ne
1772,18.478891,77.387287,2.4,-33.5,7.43,2.55,Negativno,Ne
1773,18.482422,77.368967,4.7,-37.3,7.37,1.89,Negativno,Ne
1774,18.472754,77.382244,1.9,-43.9,6.5,2.36,Negativno,Ne
1775,18.493011,77.397261,9.2,-35.5,7.17,0.2,Negativno,Ne
1776,18.473874,77.391177,7.0,-73.1,6.81,4.56,Pozitivno,Ne
1777,18.500058,77.391794,13.7,-42.1,6.7,5.04,Pozitivno,Ne
1778,18.490787,77.393274,10.4,-69.9,6.82,1.28,Negativno,Ne
1779,18.475508,77.396036,9.5,-59.4,7.78,5.26,Negativno,Ne
1780,18.467235,77.384728,4.6,-39.2,7.63,1.97,Negativno,Ne
1781,18.469783,77.388993,13.3,-64.6,6.47,4.18,Negativno,Ne
1782,18.478846,77.389942,0.5,-50.1,7.71,4.58,Negativno,Ne
1783,18.486546,77.387371,14.6,-36.2,7.18,1.26,Negativno,Ne
1784,18.469797,77.38326,11.0,-53.9,7.22,3.04,Negativno,Ne
1785,18.488606,77.38953,2.3,-41.5,6.42,1.38,Negativno,Ne
1786,18.484346,77.378745,14.9,-86.0,6.58,4.66,Negativno,Ne
1787,18.488594,77.38831,10.4,-60.8,6.92,2.99,Negativno,Ne
1788,18.467847,77.397836,6.0,-45.6,6.88,5.11,Negativno,Ne
1789,18.485315,77.402214,11.2,-33.2,7.24,4.61,Pozitivno,Ne
1790,18.488862,77.394369,6.9,-14.8,6.88,5.764994142660074,Pozitivno,Da
1791,18.461505,77.400606,0.2,-61.4,7.22,2.02,Negativno,Ne
1792,18.480716,77.389456,6.5,-62.0,7.46,4.81,Negativno,Ne
1793,18.476851,77.407543,10.5,-65.3,7.03,2.59,Negativno,Ne
1794,18.491898,77.389507,3.2,-57.2,7.38,3.66,Negativno,Ne
1795,18.491557,77.38699,9.8,-47.8,7.2,4.59,Negativno,Ne
1796,18.487639,77.392357,2.2,-8.8,7.81,6.114994142660073,Pozitivno,Da
1797,18.475574,77.387511,2.2,-24.7,5.98,0.23,Negativno,Ne
1798,18.490285,77.395452,8.0,-86.9,7.07,4.46,Negativno,Ne
1799,18.471123,77.382678,12.1,-72.3,6.55,3.15,Negativno,Ne
1800,18.487477,77.388826,10.0,-81.3,6.19,2.26,Negativno,Ne
1801,18.479551,77.37329,4.6,-40.5,7.35,5.51,Negativno,Ne
